Date,Minf2,Pip2,Msup2,Trend2,Tail2,Minf1,Pip1,Psup1,Trend1,Tail1,Out
2021.09.16,146,501,53,down,700,8,425,213,down,646,pert
2021.09.17,8,425,213,down,646,253,15,91,down,359,pert
2021.09.20,253,15,91,down,359,99,4,234,up,337,gain
2021.09.21,99,4,234,Up,337,23,374,315,down,712,gain
2021.09.22,23,374,315,down,712,25,521,120,up,666,gain
2021.09.23,25,521,120,Up,666,199,173,97,down,469,gain
2021.09.24,199,173,97,down,469,104,303,0,down,407,pert
2021.09.27,104,303,0,down,407,144,114,92,down,350,pert
2021.09.28,144,114,92,down,350,75,856,76,down,1007,pert
2021.09.29,75,856,76,down,1007,143,194,134,down,471,pert
2021.09.30,143,194,134,down,471,110,187,148,up,445,gain
2021.10.01,110,187,148,Up,445,46,271,207,up,524,pert
2021.10.04,46,271,207,Up,524,166,212,32,down,410,gain
2021.10.05,166,212,32,down,410,264,403,60,down,727,pert
2021.10.06,264,403,60,down,727,53,11,185,down,249,pert
2021.10.07,53,11,185,down,249,112,210,125,up,447,gain
2021.10.08,112,210,125,Up,447,30,142,208,down,380,gain
2021.10.11,30,142,208,down,380,53,227,180,down,460,pert
2021.10.12,53,227,180,down,460,44,646,33,up,723,gain
2021.10.13,44,646,33,Up,723,65,56,286,up,407,pert
2021.10.14,65,56,286,Up,407,67,34,205,up,306,pert
2021.10.15,67,34,205,Up,306,259,121,127,up,507,pert
2021.10.18,259,121,127,Up,507,14,237,367,up,618,pert
2021.10.19,14,237,367,Up,618,134,201,81,up,416,pert
2021.10.20,134,201,81,Up,416,48,238,197,down,483,gain
2021.10.21,48,238,197,down,483,3,240,117,up,360,gain
2021.10.22,3,240,117,Up,360,174,299,270,down,743,gain
2021.10.25,174,299,270,down,743,107,119,181,down,407,pert
2021.10.26,107,119,181,down,407,107,71,231,up,409,gain
2021.10.27,107,71,231,Up,409,199,778,119,up,1096,pert
2021.10.28,199,778,119,Up,1096,267,1161,120,down,1548,gain
2021.10.29,267,1161,120,down,1548,166,415,49,up,630,gain
2021.11.01,166,415,49,Up,630,33,248,104,down,385,gain
2021.11.02,33,248,104,down,385,149,361,30,up,540,gain
2021.11.03,149,361,30,Up,540,255,571,52,down,878,gain
2021.11.04,255,571,52,down,878,403,128,65,up,596,gain
2021.11.05,403,128,65,Up,596,94,267,86,up,447,pert
2021.11.08,94,267,86,Up,447,143,89,157,up,389,pert
2021.11.09,143,89,157,Up,389,27,1125,45,down,1197,gain
2021.11.10,27,1125,45,down,1197,66,279,102,down,447,pert
2021.11.11,66,279,102,down,447,99,57,139,down,295,pert
2021.11.12,99,57,139,down,295,110,784,185,down,1079,pert
2021.11.15,110,784,185,down,1079,106,472,189,down,767,pert
2021.11.16,106,472,189,down,767,552,3,137,up,692,gain
2021.11.17,552,3,137,Up,692,39,527,37,up,603,pert
2021.11.18,39,527,37,Up,603,331,857,38,down,1226,gain
2021.11.19,331,857,38,down,1226,57,520,17,down,594,pert
2021.11.22,57,520,17,down,594,102,112,276,up,490,gain
2021.11.23,102,112,276,Up,490,121,479,93,down,693,gain
2021.11.24,121,479,93,down,693,6,123,216,up,345,gain
2021.11.25,6,123,216,Up,345,16,1155,88,up,1259,pert
2021.11.26,16,1155,88,Up,1259,318,100,110,down,528,gain
2021.11.29,318,100,110,down,528,529,497,450,up,1476,gain
2021.11.30,529,497,450,Up,1476,168,157,247,down,572,gain
2021.12.01,168,157,247,down,572,54,170,302,down,526,pert
2021.12.02,54,170,302,down,526,330,87,252,up,669,gain
2021.12.03,330,87,252,Up,669,182,148,109,down,439,gain
2021.12.06,182,148,109,down,439,397,150,162,down,709,pert
2021.12.07,397,150,162,down,709,25,759,132,up,916,gain
2021.12.08,25,759,132,Up,916,140,494,31,down,665,gain
2021.12.09,140,494,31,down,665,270,243,81,up,594,gain
2021.12.10,270,243,81,Up,594,243,235,113,down,591,gain
2021.12.13,243,235,113,down,591,46,224,430,down,700,pert
2021.12.14,46,224,430,down,700,358,344,73,up,775,gain
2021.12.15,358,344,73,Up,775,94,391,306,up,791,pert
2021.12.16,94,391,306,Up,791,28,924,193,down,1145,gain
2021.12.17,28,924,193,down,1145,15,413,271,up,699,gain
2021.12.20,15,413,271,Up,699,134,79,205,up,418,pert
2021.12.21,134,79,205,Up,418,178,438,165,up,781,pert
2021.12.22,178,438,165,Up,781,344,17,159,up,520,pert
2021.12.23,344,17,159,Up,520,153,63,175,down,391,gain
2021.12.24,153,63,175,down,391,0,241,78,up,319,gain
2021.12.27,0,241,78,Up,319,185,181,70,down,436,gain
2021.12.28,185,181,70,down,436,347,398,210,up,955,gain
2021.12.30,268,189,154,down,611,211,511,106,up,828,gain
2021.12.31,211,511,106,Up,828,176,722,85,down,983,gain
2022.01.03,176,722,85,down,983,139,99,265,down,503,pert
2022.01.04,139,99,265,down,503,87,283,331,up,701,gain
2022.01.05,87,283,331,Up,701,130,135,205,down,470,gain
2022.01.06,130,135,205,down,470,59,630,57,up,746,gain
2022.01.07,59,630,57,Up,746,399,298,49,down,746,gain
2022.01.10,399,298,49,down,746,99,436,87,up,622,gain
2022.01.11,99,436,87,Up,622,110,756,117,up,983,pert
2022.01.12,110,756,117,Up,983,45,137,278,up,460,pert
2022.01.13,45,137,278,Up,460,164,380,298,down,842,gain
2022.01.14,164,380,298,down,842,147,55,225,down,427,pert
2022.01.17,147,55,225,down,427,111,804,154,down,1069,pert
2022.01.18,111,804,154,down,1069,86,171,149,up,406,gain
2022.01.19,86,171,149,Up,406,77,285,296,down,658,gain
2022.01.20,77,285,296,down,658,82,329,176,up,587,gain
2022.01.21,82,329,176,Up,587,348,117,76,down,541,gain
2022.01.24,348,117,76,down,541,374,220,54,down,648,pert
2022.01.25,374,220,54,down,648,51,586,117,down,754,pert
2022.01.26,51,586,117,down,754,131,960,27,down,1118,pert
2022.01.27,131,960,27,down,1118,214,41,268,up,523,gain
2022.01.28,214,41,268,Up,523,28,927,144,up,1099,pert
2022.01.31,28,927,144,Up,1099,107,403,68,up,578,pert
2022.02.01,107,403,68,Up,578,48,320,266,up,634,pert
2022.02.02,48,320,266,Up,634,353,1374,121,up,1848,pert
2022.02.03,353,1374,121,Up,1848,273,125,322,up,720,pert
2022.02.04,273,125,322,Up,720,268,154,41,down,463,gain
2022.02.07,268,154,41,down,463,205,248,75,down,528,pert
2022.02.08,205,248,75,down,528,102,106,246,up,454,gain
2022.02.09,102,106,246,Up,454,462,65,675,up,1202,pert
2022.02.10,462,65,675,Up,1202,180,786,28,down,994,gain
2022.02.11,180,786,28,down,994,258,318,312,down,888,pert
2022.02.14,258,318,312,down,888,42,550,101,up,693,gain
2022.02.15,42,550,101,Up,693,120,154,233,up,507,pert
2022.02.16,120,154,233,Up,507,379,105,144,down,628,gain
2022.02.17,379,105,144,down,628,88,353,189,down,630,pert
2022.02.18,88,353,189,down,630,29,52,762,down,843,pert
2022.02.21,29,52,762,down,843,192,171,429,up,792,gain
2022.02.22,192,171,429,Up,792,39,195,342,down,576,gain
2022.02.23,39,195,342,down,576,856,1104,63,down,2023,pert
2022.02.24,856,1104,63,down,2023,249,808,19,up,1076,gain
2022.02.25,249,808,19,Up,1076,50,883,286,up,1219,pert
2022.02.28,50,883,286,Up,1219,332,948,154,down,1434,gain
2022.03.01,332,948,154,down,1434,610,64,186,down,860,pert
2022.03.02,610,64,186,down,860,327,501,45,down,873,pert
2022.03.03,327,501,45,down,873,453,1346,28,down,1827,pert
2022.03.04,453,1346,28,down,1827,473,722,69,down,1264,pert
2022.03.07,473,722,69,down,1264,40,503,569,up,1112,gain
2022.03.08,40,503,569,Up,1112,64,1790,211,up,2065,pert
2022.03.09,64,1790,211,Up,2065,101,870,484,down,1455,gain
2022.03.10,101,870,484,down,1455,116,708,589,down,1413,pert
2022.03.11,116,708,589,down,1413,151,292,491,up,934,gain
2022.03.14,151,292,491,Up,934,156,73,711,up,940,pert
2022.03.15,156,73,711,Up,940,0,819,160,up,979,pert
2022.03.16,0,819,160,Up,979,234,596,475,up,1305,pert
2022.03.17,234,596,475,Up,1305,472,387,296,down,1155,gain
2022.03.18,472,387,296,down,1155,86,316,198,down,600,pert
2022.03.21,86,316,198,down,600,566,118,164,up,848,gain
2022.03.22,566,118,164,Up,848,425,213,148,down,786,gain
2022.03.23,425,213,148,down,786,324,70,83,down,477,pert
2022.03.24,324,70,83,down,477,45,105,421,down,571,pert
2022.03.25,45,105,421,down,571,395,17,138,up,550,gain
2022.03.28,395,17,138,Up,550,144,1024,513,up,1681,pert
2022.03.29,144,1024,513,Up,1681,59,724,135,up,918,pert
2022.03.30,59,724,135,Up,918,52,914,269,down,1235,gain
2022.03.31,52,914,269,down,1235,164,209,101,down,474,pert
2022.04.01,164,209,101,down,474,107,621,207,down,935,pert
2022.04.04,107,621,207,down,935,41,647,198,down,886,pert
2022.04.05,41,647,198,down,886,215,73,352,down,640,pert
2022.04.06,215,73,352,down,640,128,179,426,down,733,pert
2022.04.07,128,179,426,down,733,383,17,157,down,557,pert
2022.04.08,383,17,157,down,557,100,330,174,down,604,pert
2022.04.11,100,330,174,down,604,53,556,210,down,819,pert
2022.04.12,53,556,210,down,819,166,646,40,up,852,gain
2022.04.13,166,646,40,Up,852,710,611,336,down,1657,gain
2022.04.14,710,611,336,down,1657,152,165,25,down,342,pert
2022.04.15,152,165,25,down,342,108,184,219,down,511,pert
2022.04.18,108,184,219,down,511,193,72,264,up,529,gain
2022.04.19,193,72,264,Up,529,49,663,128,up,840,pert
2022.04.20,49,663,128,Up,840,97,160,868,down,1125,gain
2022.04.21,97,160,868,down,1125,302,359,151,down,812,pert
2022.04.22,302,359,151,down,812,160,946,74,down,1180,pert
2022.04.25,160,946,74,down,1180,19,734,282,down,1035,pert
2022.04.26,19,734,282,down,1035,429,790,184,down,1403,pert
2022.04.27,429,790,184,down,1403,274,588,75,down,937,pert
2022.04.28,274,588,75,down,937,70,484,467,up,1021,gain
2022.04.29,70,484,467,Up,1021,170,349,260,down,779,gain
2022.05.02,170,349,260,down,779,148,132,573,up,853,gain
2022.05.03,148,132,573,Up,853,126,1033,87,up,1246,pert
2022.05.04,126,1033,87,Up,1246,482,786,223,down,1491,gain
2022.05.05,482,786,223,down,1491,585,26,548,up,1159,gain
2022.05.06,585,26,548,Up,1159,433,183,355,up,971,pert
2022.05.09,433,183,355,Up,971,24,289,281,down,594,gain
2022.05.10,24,289,281,down,594,75,189,489,down,753,pert
2022.05.11,75,189,489,down,753,239,1313,199,down,1751,pert
2022.05.12,239,1313,199,down,1751,285,298,119,up,702,gain
2022.05.13,285,298,119,Up,702,72,352,119,up,543,pert
2022.05.16,72,352,119,Up,543,34,1155,95,up,1284,pert
2022.05.17,34,1155,95,Up,1284,10,856,174,down,1040,gain
2022.05.18,10,856,174,down,1040,19,1245,219,up,1483,gain
2022.05.19,19,1245,219,Up,1483,254,234,174,down,662,gain
2022.05.20,254,234,174,down,662,40,1280,94,up,1414,gain
2022.05.23,40,1280,94,Up,1414,267,455,156,up,878,pert
2022.05.24,267,455,156,Up,878,372,539,53,down,964,gain
2022.05.25,372,539,53,down,964,148,464,71,up,683,gain
2022.05.26,148,464,71,Up,683,265,70,342,up,677,pert
2022.05.27,265,70,342,Up,677,83,454,89,up,626,pert
2022.05.30,83,454,89,Up,626,535,430,32,down,997,gain
2022.05.31,535,430,32,down,997,212,836,70,down,1118,pert
2022.06.01,212,836,70,down,1118,48,1010,36,up,1094,gain
2022.06.02,48,1010,36,Up,1094,126,278,195,down,599,gain
2022.06.03,126,278,195,down,599,114,191,370,down,675,pert
2022.06.06,114,191,370,down,675,427,99,94,up,620,gain
2022.06.07,427,99,94,Up,620,321,121,328,up,770,pert
2022.06.08,321,121,328,Up,770,52,995,585,down,1632,gain
2022.06.09,52,995,585,down,1632,147,935,282,down,1364,pert
2022.06.10,147,935,282,down,1364,80,1061,58,down,1199,pert
2022.06.13,80,1061,58,down,1199,109,73,697,up,879,gain
2022.06.14,109,73,697,Up,879,549,290,646,up,1485,pert
2022.06.15,549,290,646,Up,1485,601,1071,526,up,2198,pert
2022.06.16,601,1071,526,Up,2198,515,492,148,down,1155,gain
2022.06.17,515,492,148,down,1155,20,357,353,up,730,gain
2022.06.20,20,357,353,Up,730,51,214,506,up,771,pert
2022.06.21,51,214,506,Up,771,608,379,376,up,1363,pert
2022.06.22,608,379,376,Up,1363,388,416,181,down,985,gain
2022.06.23,388,416,181,down,985,106,309,177,up,592,gain
2022.06.24,106,309,177,Up,592,0,373,320,up,693,pert
2022.06.27,0,373,320,Up,693,147,637,241,down,1025,gain
2022.06.29,59,759,183,down,1001,571,433,64,up,1068,gain
2022.06.30,571,433,64,Up,1068,604,565,28,down,1197,gain
2022.07.01,604,565,28,down,1197,0,75,406,up,481,gain
2022.07.04,0,75,406,Up,481,307,1542,290,down,2139,gain
2022.07.05,307,1542,290,down,2139,192,831,128,down,1151,pert
2022.07.06,192,831,128,down,1151,146,210,416,down,772,pert
2022.07.07,146,210,416,down,772,847,267,81,up,1195,gain
2022.07.08,847,267,81,Up,1195,59,1300,135,down,1494,gain
2022.07.11,59,1300,135,down,1494,369,31,343,down,743,pert
2022.07.12,369,31,343,down,743,369,228,648,up,1245,gain
2022.07.13,369,228,648,Up,1245,656,373,47,down,1076,gain
2022.07.14,656,373,47,down,1076,84,700,127,up,911,gain
2022.07.15,84,700,127,Up,911,82,602,596,up,1280,pert
2022.07.18,82,602,596,Up,1280,215,839,447,up,1501,pert
2022.07.19,215,839,447,Up,1501,251,442,484,down,1177,gain
2022.07.20,251,442,484,down,1177,231,534,483,up,1248,gain
2022.07.21,231,534,483,Up,1248,810,173,271,down,1254,gain
2022.07.22,810,173,271,down,1254,331,72,392,up,795,gain
2022.07.25,331,72,392,Up,795,78,1030,317,down,1425,gain
2022.07.26,78,1030,317,down,1425,170,841,235,up,1246,gain
2022.07.27,170,841,235,Up,1246,821,40,341,down,1202,gain
2022.07.28,821,40,341,down,1202,495,302,284,up,1081,gain
2022.07.29,495,302,284,Up,1081,23,542,135,up,700,pert
2022.08.01,23,542,135,Up,700,25,948,333,down,1306,gain
2022.08.02,25,948,333,down,1306,424,8,443,up,875,gain
2022.08.03,424,8,443,Up,875,133,775,92,up,1000,pert
2022.08.04,133,775,92,Up,1000,360,661,81,down,1102,gain
2022.08.05,360,661,81,down,1102,117,232,276,up,625,gain
2022.08.08,117,232,276,Up,625,61,181,349,up,591,pert
2022.08.09,61,181,349,Up,591,101,866,700,up,1667,pert
2022.08.10,101,866,700,Up,1667,226,211,451,up,888,pert
2022.08.11,226,211,451,Up,888,175,614,99,down,888,gain
2022.08.12,175,614,99,down,888,52,949,139,down,1140,pert
2022.08.15,52,949,139,down,1140,355,123,247,up,725,gain
2022.08.16,355,123,247,Up,725,241,109,224,up,574,pert
2022.08.17,241,109,224,Up,574,83,901,154,down,1138,gain
2022.08.18,83,901,154,down,1138,72,473,89,down,634,pert
2022.08.19,72,473,89,down,634,167,918,118,down,1203,pert
2022.08.22,167,918,118,down,1203,419,272,484,up,1175,gain
2022.08.23,419,272,484,Up,1175,561,20,308,down,889,gain
2022.08.24,561,20,308,down,889,149,103,591,up,843,gain
2022.08.25,149,103,591,Up,843,181,78,1177,down,1436,gain
2022.08.26,181,78,1177,down,1436,502,327,321,up,1150,gain
2022.08.29,502,327,321,Up,1150,107,210,412,up,729,pert
2022.08.30,107,210,412,Up,729,408,423,245,up,1076,pert
2022.08.31,408,423,245,Up,1076,332,1068,35,down,1435,gain
2022.09.01,332,1068,35,down,1435,38,129,767,up,934,gain
2022.09.02,38,129,767,Up,934,504,28,133,up,665,pert
2022.09.05,504,28,133,Up,665,391,214,620,down,1225,gain
2022.09.06,391,214,620,down,1225,275,1026,50,up,1351,gain
2022.09.07,275,1026,50,Up,1351,661,14,317,up,992,pert
2022.09.08,661,14,317,Up,992,68,472,679,up,1219,pert
2022.09.09,68,472,679,Up,1219,420,194,768,up,1382,pert
2022.09.12,420,194,768,Up,1382,23,1521,666,down,2210,gain
2022.09.13,23,1521,666,down,2210,123,140,422,up,685,gain
2022.09.14,123,140,422,Up,685,225,185,215,up,625,pert
2022.09.15,225,185,215,Up,625,531,154,238,up,923,pert
2022.09.16,531,154,238,Up,923,384,197,51,up,632,pert
2022.09.19,384,197,51,Up,632,162,486,309,down,957,gain
2022.09.20,162,486,309,down,957,245,1325,56,down,1626,pert
2022.09.21,245,1325,56,down,1626,287,33,679,up,999,gain
2022.09.22,287,33,679,Up,999,202,1403,237,down,1842,gain
2022.09.23,202,1403,237,down,1842,563,627,376,down,1566,pert
2022.09.26,563,627,376,down,1566,233,160,627,down,1020,pert
2022.09.27,233,160,627,down,1020,566,1424,162,up,2152,gain
2022.09.28,566,1424,162,Up,2152,960,832,4,up,1796,pert
2022.09.29,960,832,4,Up,1796,642,154,395,down,1191,gain
2022.09.30,642,154,395,down,1191,221,499,201,up,921,gain
2022.10.03,221,499,201,Up,921,179,1603,154,up,1936,pert
2022.10.04,179,1603,154,Up,1936,407,1083,114,down,1604,gain
2022.10.05,407,1083,114,down,1604,30,836,516,down,1382,pert
2022.10.06,30,836,516,down,1382,122,498,289,down,909,pert
2022.10.07,122,498,289,down,909,210,283,221,down,714,pert
2022.10.10,210,283,221,down,714,299,70,672,up,1041,gain
2022.10.11,299,70,672,Up,1041,345,27,293,down,665,gain
2022.10.12,345,27,293,down,665,696,764,287,up,1747,gain
2022.10.13,696,764,287,Up,1747,164,483,365,down,1012,gain
2022.10.14,164,483,365,down,1012,8,1224,114,up,1346,gain
2022.10.17,8,1224,114,Up,1346,260,189,181,up,630,pert
2022.10.18,260,189,181,Up,630,148,823,179,down,1150,gain
2022.10.19,148,823,179,down,1150,169,149,594,up,912,gain
2022.10.20,169,149,594,Up,912,793,783,66,up,1642,pert
2022.10.21,793,783,66,Up,1642,549,118,255,up,922,pert
2022.10.24,549,118,255,Up,922,230,932,125,up,1287,pert
2022.10.26,187,1206,63,Up,1456,60,1112,187,down,1359,gain
2022.10.27,60,1112,187,down,1359,366,26,324,up,716,gain
2022.10.28,366,26,324,Up,716,116,727,105,down,948,gain
2022.11.01,217,79,713,down,1009,41,572,1020,down,1633,pert
2022.11.02,41,572,1020,down,1633,189,658,249,down,1096,pert
2022.11.03,189,658,249,down,1096,71,2102,73,up,2246,gain
2022.11.04,71,2102,73,Up,2246,20,1210,124,up,1354,pert
2022.11.07,20,1210,124,Up,1354,452,560,235,up,1247,pert
2022.11.08,452,560,235,Up,1247,193,595,167,down,955,gain
2022.11.09,193,595,167,down,955,739,1999,127,up,2865,gain
2022.11.10,739,1999,127,Up,2865,433,1468,112,up,2013,pert
2022.11.11,433,1468,112,Up,2013,546,133,195,down,874,gain
2022.11.14,546,133,195,down,874,455,226,1337,up,2018,gain
2022.11.15,455,226,1337,Up,2018,161,475,446,up,1082,pert
2022.11.16,161,475,446,Up,1082,583,297,134,down,1014,gain
2022.11.17,583,297,134,down,1014,66,383,377,down,826,pert
2022.11.18,66,383,377,down,826,178,789,137,down,1104,pert
2022.11.21,178,789,137,down,1104,9,651,47,up,707,gain
2022.11.22,9,651,47,Up,707,49,929,111,up,1089,pert
2022.11.23,49,929,111,Up,1089,122,173,371,up,666,pert
2022.11.24,122,173,371,Up,666,391,128,226,down,745,gain
2022.11.25,391,128,226,down,745,79,283,1305,down,1667,pert
2022.11.28,79,283,1305,down,1667,88,81,573,down,742,pert
2022.11.29,88,81,573,down,742,377,779,233,up,1389,gain
2022.11.30,377,779,233,Up,1389,150,1167,88,up,1405,pert
2022.12.01,150,1167,88,Up,1405,913,213,42,up,1168,pert
2022.12.02,913,213,42,Up,1168,105,398,644,down,1147,gain
2022.12.05,105,398,644,down,1147,49,272,415,down,736,pert
2022.12.06,49,272,415,down,736,210,395,462,up,1067,gain
2022.12.07,210,395,462,Up,1067,136,492,128,up,756,pert
2022.12.08,136,492,128,Up,756,291,202,345,down,838,gain
2022.12.09,291,202,345,down,838,218,102,425,up,745,gain
2022.12.12,218,102,425,Up,745,71,968,415,up,1454,pert
2022.12.13,71,968,415,Up,1454,129,500,132,up,761,pert
2022.12.14,129,500,132,Up,761,337,552,552,down,1441,gain
2022.12.15,337,552,552,down,1441,42,345,395,down,782,pert
2022.12.16,42,345,395,down,782,56,252,516,up,824,gain
2022.12.19,56,252,516,Up,824,243,187,369,up,799,pert
2022.12.20,243,187,369,Up,799,136,192,219,down,547,gain
2022.12.21,136,192,219,down,547,238,57,567,down,862,pert
2022.12.22,238,57,567,down,862,83,215,167,up,465,gain
2022.12.23,83,215,167,Up,465,141,70,14,up,225,pert
2022.12.26,141,70,14,Up,225,240,34,306,up,580,pert
2022.12.27,240,34,306,Up,580,52,274,355,down,681,gain
2022.12.28,52,274,355,down,681,36,519,294,up,849,gain
2018.12.28,49,89,325,Up,463,127,221,97,up,445,pert
2018.12.31,127,221,97,Up,445,190,1017,513,down,1720,gain
2019.01.02,190,1017,513,down,1720,348,493,178,up,1019,gain
2019.01.03,348,493,178,Up,1019,470,32,232,up,734,pert
2019.01.04,470,32,232,Up,734,5,782,82,up,869,pert
2019.01.07,5,782,82,Up,869,190,331,104,down,625,gain
2019.01.08,190,331,104,down,625,39,1006,163,up,1208,gain
2019.01.09,39,1006,163,Up,1208,150,422,282,down,854,gain
2019.01.10,150,422,282,down,854,50,372,402,down,824,pert
2019.01.11,50,372,402,down,824,68,109,138,up,315,gain
2019.01.14,68,109,138,Up,315,311,554,215,down,1080,gain
2019.01.15,311,554,215,down,1080,139,202,130,down,471,pert
2019.01.16,139,202,130,down,471,182,30,147,down,359,pert
2019.01.17,182,30,147,down,359,127,223,221,down,571,pert
2019.01.18,127,223,221,down,571,24,70,250,up,344,gain
2019.01.21,24,70,250,Up,344,238,46,95,down,379,gain
2019.01.22,238,46,95,down,379,88,214,133,up,435,gain
2019.01.23,88,214,133,Up,435,142,765,115,down,1022,gain
2019.01.24,142,765,115,down,1022,68,986,121,up,1175,gain
2019.01.25,68,986,121,Up,1175,109,256,170,up,535,pert
2019.01.28,109,256,170,Up,535,145,67,178,up,390,pert
2019.01.29,145,67,178,Up,390,258,464,234,up,956,pert
2019.01.30,258,464,234,Up,956,108,328,350,down,786,gain
2019.01.31,108,328,350,down,786,129,61,351,up,541,gain
2019.02.01,129,61,351,Up,541,111,156,94,down,361,gain
2019.02.04,111,156,94,down,361,36,308,50,down,394,pert
2019.02.05,36,308,50,down,394,3,431,53,down,487,pert
2019.02.06,3,431,53,down,487,143,227,68,down,438,pert
2019.02.07,143,227,68,down,438,11,157,131,down,299,pert
2019.02.08,11,157,131,down,299,73,448,100,down,621,pert
2019.02.11,73,448,100,down,621,170,503,146,up,819,gain
2019.02.12,170,503,146,Up,819,0,666,149,down,815,gain
2019.02.13,0,666,149,down,815,121,330,156,up,607,gain
2019.02.14,121,330,156,Up,607,569,45,108,down,722,gain
2019.02.15,569,45,108,down,722,31,164,254,up,449,gain
2019.02.18,31,164,254,Up,449,337,307,177,up,821,pert
2019.02.19,337,307,177,Up,821,108,48,308,down,464,gain
2019.02.20,108,48,308,down,464,133,38,292,down,463,pert
2019.02.21,133,38,292,down,463,146,16,233,down,395,pert
2019.02.22,146,16,233,down,395,62,228,111,up,401,gain
2019.02.25,62,228,111,Up,401,117,316,144,up,577,pert
2019.02.26,117,316,144,Up,577,66,202,145,down,413,gain
2019.02.27,66,202,145,down,413,102,4,496,up,602,gain
2019.02.28,102,4,496,Up,602,97,71,384,down,552,gain
2019.03.01,97,71,384,down,552,299,348,76,down,723,pert
2019.03.04,299,348,76,down,723,177,324,13,down,514,pert
2019.03.05,177,324,13,down,514,201,14,176,down,391,pert
2019.03.06,201,14,176,down,391,167,1135,140,down,1442,pert
2019.03.07,167,1135,140,down,1442,81,395,133,up,609,gain
2019.03.08,81,395,133,Up,609,131,140,95,up,366,pert
2019.03.11,131,140,95,Up,366,15,393,169,up,577,pert
2019.03.12,15,393,169,Up,577,107,424,82,up,613,pert
2019.03.13,107,424,82,Up,613,105,257,72,down,434,gain
2019.03.14,105,257,72,down,434,44,197,202,up,443,gain
2019.03.15,44,197,202,Up,443,44,119,237,up,400,pert
2019.03.18,44,119,237,Up,400,16,144,120,up,280,pert
2019.03.19,16,144,120,Up,280,141,747,239,up,1127,pert
2019.03.20,141,747,239,Up,1127,307,511,131,down,949,gain
2019.03.21,307,511,131,down,949,277,721,176,down,1174,pert
2019.03.22,277,721,176,down,1174,49,191,185,up,425,gain
2019.03.25,49,191,185,Up,425,72,426,131,down,629,gain
2019.03.26,72,426,131,down,629,90,190,154,down,434,pert
2019.03.27,90,190,154,down,434,127,249,101,down,477,pert
2019.03.28,127,249,101,down,477,72,95,202,down,369,pert
2019.03.29,72,95,202,down,369,81,141,238,down,460,pert
2019.04.01,81,141,238,down,460,200,88,36,down,324,pert
2019.04.02,200,88,36,down,324,42,275,231,up,548,gain
2019.04.03,42,275,231,Up,548,135,133,148,down,416,gain
2019.04.04,135,133,148,down,416,56,48,276,down,380,pert
2019.04.05,56,48,276,down,380,38,470,132,up,640,gain
2019.04.08,38,470,132,Up,640,41,22,229,up,292,pert
2019.04.09,41,22,229,Up,292,325,99,148,up,572,pert
2019.04.10,325,99,148,Up,572,12,232,131,down,375,gain
2019.04.11,12,232,131,down,375,34,443,254,up,731,gain
2019.04.12,34,443,254,Up,731,51,9,173,down,233,gain
2019.04.15,51,9,173,down,233,6,237,99,down,342,pert
2019.04.16,6,237,99,down,342,17,146,288,up,451,gain
2019.04.17,17,146,288,Up,451,47,681,51,down,779,gain
2019.04.18,47,681,51,down,779,38,82,85,up,205,gain
2019.04.19,38,82,85,Up,205,42,164,56,up,262,pert
2019.04.22,42,164,56,Up,262,344,305,42,down,691,gain
2019.04.23,344,305,42,down,691,123,746,0,down,869,pert
2019.04.24,123,746,0,down,869,140,203,104,down,447,pert
2019.04.25,140,203,104,down,447,217,98,315,up,630,gain
2019.04.26,217,98,315,Up,630,0,462,12,up,474,pert
2019.04.29,0,462,12,Up,474,88,299,146,up,533,pert
2019.04.30,88,299,146,Up,533,74,207,496,down,777,gain
2019.05.01,74,207,496,down,777,6,233,245,down,484,pert
2019.05.02,6,233,245,down,484,364,311,24,up,699,gain
2019.05.03,364,311,24,Up,699,37,271,112,up,420,pert
2019.05.06,37,271,112,Up,420,244,79,191,down,514,gain
2019.05.07,244,79,191,down,514,81,10,220,down,311,pert
2019.05.08,81,10,220,down,311,186,212,377,up,775,gain
2019.05.09,186,212,377,Up,775,0,218,199,up,417,pert
2019.05.10,0,218,199,Up,417,0,88,335,down,423,gain
2019.05.13,0,88,335,down,423,20,212,196,down,428,pert
2019.05.14,20,212,196,down,428,224,29,213,down,466,pert
2019.05.15,224,29,213,down,466,76,279,223,down,578,pert
2019.05.16,76,279,223,down,578,17,158,116,down,291,pert
2019.05.17,17,158,116,down,291,97,50,94,up,241,gain
2019.05.20,97,50,94,Up,241,182,51,227,down,460,gain
2019.05.21,182,51,227,down,460,11,118,187,down,316,pert
2019.05.22,11,118,187,down,316,433,308,64,up,805,gain
2019.05.23,433,308,64,Up,805,105,227,74,up,406,pert
2019.05.24,105,227,74,Up,406,43,186,56,down,285,gain
2019.05.27,43,186,56,down,285,5,316,102,down,423,pert
2019.05.28,5,316,102,down,423,62,292,127,down,481,pert
2019.05.29,62,292,127,down,481,126,23,124,down,273,pert
2019.05.30,126,23,124,down,273,39,389,119,up,547,gain
2019.05.31,39,389,119,Up,547,48,762,210,up,1020,pert
2019.06.03,48,762,210,Up,1020,144,100,262,up,506,pert
2019.06.04,144,100,262,Up,506,6,314,547,down,867,gain
2019.06.05,6,314,547,down,867,201,546,337,up,1084,gain
2019.06.06,201,546,337,Up,1084,240,573,152,up,965,pert
